"Version:1. Each line [benchmark_name, operation_name, thread_index, number_of_threads, number_of_trials] then [iters, successful_iters, duration_in_ns] repeating number_of_trials times."
"distributed 4 faa random", , 0, 1, 10, 5757001, 5757001, 33338500, 5749001, 5749001, 33333200, 5755001, 5755001, 33336800, 5757001, 5757001, 33337000, 5760001, 5760001, 33335500, 5755001, 5755001, 33337600, 5751001, 5751001, 33336700, 5749001, 5749001, 33333900, 5754001, 5754001, 33334900, 5759001, 5759001, 33337000
"distributed 4 faa random", , 0, 2, 10, 1621001, 1621001, 33339100, 1619001, 1619001, 33343600, 1622001, 1622001, 33338800, 1617001, 1617001, 33339900, 1468001, 1468001, 33338600, 1217001, 1217001, 33337900, 1438001, 1438001, 33344200, 1451001, 1451001, 33340300, 1449001, 1449001, 33344600, 1596001, 1596001, 33352200
"distributed 4 faa random", , 1, 2, 10, 1291001, 1291001, 33334500, 1288001, 1288001, 33346400, 1279001, 1279001, 33339800, 1291001, 1291001, 33342100, 1501001, 1501001, 33335000, 1687001, 1687001, 33338500, 1435001, 1435001, 33347100, 1446001, 1446001, 33338600, 1428001, 1428001, 33346000, 1221001, 1221001, 33352000
"distributed 4 faa random", , 0, 3, 10, 1055001, 1055001, 33341500, 1012001, 1012001, 33343900, 1064001, 1064001, 33352200, 1121001, 1121001, 33339700, 1077001, 1077001, 33346400, 1066001, 1066001, 33335100, 1067001, 1067001, 33350500, 1062001, 1062001, 33359400, 1063001, 1063001, 33344900, 1067001, 1067001, 33339200
"distributed 4 faa random", , 1, 3, 10, 1066001, 1066001, 33335000, 1144001, 1144001, 33333200, 1058001, 1058001, 33335000, 997001, 997001, 33335100, 1049001, 1049001, 33342600, 1059001, 1059001, 33339100, 1060001, 1060001, 33344300, 1052001, 1052001, 33359700, 1052001, 1052001, 33337400, 1060001, 1060001, 33342500
"distributed 4 faa random", , 2, 3, 10, 996001, 996001, 33336800, 1020001, 1020001, 33346500, 1062001, 1062001, 33351700, 1000001, 1000001, 33340900, 1057001, 1057001, 33341900, 1067001, 1067001, 33340200, 1066001, 1066001, 33352300, 1061001, 1061001, 33360600, 1064001, 1064001, 33344500, 1069001, 1069001, 33335900
"distributed 4 faa random", , 0, 4, 10, 857001, 857001, 33338700, 861001, 861001, 33342100, 847001, 847001, 33350900, 916001, 916001, 33339700, 863001, 863001, 33335300, 902001, 902001, 33335000, 902001, 902001, 33335900, 901001, 901001, 33339800, 903001, 903001, 33336900, 902001, 902001, 33344200
"distributed 4 faa random", , 1, 4, 10, 941001, 941001, 33334800, 916001, 916001, 33349400, 725001, 725001, 33361300, 639001, 639001, 33336700, 853001, 853001, 33341100, 880001, 880001, 33352700, 878001, 878001, 33337500, 878001, 878001, 33345300, 877001, 877001, 33336100, 879001, 879001, 33351300
"distributed 4 faa random", , 2, 4, 10, 844001, 844001, 33338000, 859001, 859001, 33339400, 710001, 710001, 33361600, 643001, 643001, 33346200, 876001, 876001, 33348400, 890001, 890001, 33346900, 890001, 890001, 33339500, 889001, 889001, 33336000, 892001, 892001, 33336400, 890001, 890001, 33348700
"distributed 4 faa random", , 3, 4, 10, 854001, 854001, 33335100, 869001, 869001, 33350700, 861001, 861001, 33360500, 1031001, 1031001, 33342500, 958001, 958001, 33347600, 892001, 892001, 33351300, 891001, 891001, 33341100, 891001, 891001, 33340900, 868001, 868001, 33342000, 891001, 891001, 33345400
