"Version:1. Each line [benchmark_name, operation_name, thread_index, number_of_threads, number_of_trials] then [iters, successful_iters, duration_in_ns] repeating number_of_trials times."
"distributed 2 faa random", , 0, 3, 10, 277001, 277001, 14318700, 284001, 284001, 14305900, 281001, 281001, 14298000, 268001, 268001, 14295500, 280001, 280001, 14323000, 283001, 283001, 14307700, 302001, 302001, 14300600, 264001, 264001, 14322100, 292001, 292001, 14318200, 267001, 267001, 14294400
"distributed 2 faa random", , 0, 5, 10, 157001, 157001, 14317000, 166001, 166001, 14303100, 174001, 174001, 14285700, 188001, 188001, 14348200, 172001, 172001, 14330100, 150001, 150001, 14286600, 216001, 216001, 14305800, 184001, 184001, 14319100, 172001, 172001, 14317000, 165001, 165001, 14301700
"distributed 2 faa random", , 1, 5, 10, 159001, 159001, 14319500, 191001, 191001, 14300400, 167001, 167001, 14319600, 185001, 185001, 14339100, 188001, 188001, 14318900, 139001, 139001, 14321400, 168001, 168001, 14297700, 174001, 174001, 14329200, 197001, 197001, 14291600, 178001, 178001, 14291900
"distributed 2 faa random", , 0, 7, 10, 139001, 139001, 14339600, 138001, 138001, 14298800, 137001, 137001, 14299700, 103001, 103001, 14324300, 99001, 99001, 14306200, 95001, 95001, 14338000, 101001, 101001, 14294200, 99001, 99001, 14363100, 102001, 102001, 14359400, 150001, 150001, 14291300
"distributed 2 faa random", , 1, 7, 10, 127001, 127001, 14302500, 101001, 101001, 14307900, 122001, 122001, 14341500, 148001, 148001, 14330000, 99001, 99001, 14301600, 95001, 95001, 14330600, 102001, 102001, 14328400, 145001, 145001, 14302700, 144001, 144001, 14352800, 134001, 134001, 14347300
"distributed 2 faa random", , 2, 7, 10, 154001, 154001, 14327000, 128001, 128001, 14346200, 128001, 128001, 14323700, 148001, 148001, 14286000, 146001, 146001, 14319800, 132001, 132001, 14327100, 132001, 132001, 14292200, 155001, 155001, 14325200, 158001, 158001, 14351700, 151001, 151001, 14335600
"distributed 2 faa random", , 0, 9, 10, 122001, 122001, 14320400, 95001, 95001, 14309400, 90001, 90001, 14354800, 91001, 91001, 14285900, 132001, 132001, 14324700, 111001, 111001, 14378000, 137001, 137001, 14308600, 122001, 122001, 14351600, 120001, 120001, 14339400, 122001, 122001, 14367400
"distributed 2 faa random", , 1, 9, 10, 88001, 88001, 14325100, 89001, 89001, 14355300, 89001, 89001, 14353300, 91001, 91001, 14345700, 77001, 77001, 14331400, 116001, 116001, 14302800, 139001, 139001, 14350500, 81001, 81001, 14358000, 84001, 84001, 14346600, 82001, 82001, 14364100
"distributed 2 faa random", , 2, 9, 10, 127001, 127001, 14332200, 130001, 130001, 14314000, 124001, 124001, 14294900, 131001, 131001, 14341600, 115001, 115001, 14316500, 132001, 132001, 14371600, 131001, 131001, 14358100, 117001, 117001, 14329800, 124001, 124001, 14356000, 118001, 118001, 14374800
"distributed 2 faa random", , 3, 9, 10, 120001, 120001, 14330700, 130001, 130001, 14341600, 124001, 124001, 14313900, 125001, 125001, 14331200, 77001, 77001, 14324200, 137001, 137001, 14366300, 128001, 128001, 14328900, 126001, 126001, 14353300, 130001, 130001, 14326300, 122001, 122001, 14337700
