"Version:1. Each line [benchmark_name, operation_name, thread_index, number_of_threads, number_of_trials] then [iters, successful_iters, duration_in_ns] repeating number_of_trials times."
"load", , 0, 1, 10, 110817001, 110817001, 33333400, 114128001, 114128001, 33333100, 108094001, 108094001, 33333700, 105512001, 105512001, 33333400, 93807001, 93807001, 33334400, 113255001, 113255001, 33333100, 106942001, 106942001, 33333400, 103618001, 103618001, 33333500, 113674001, 113674001, 33333400, 113042001, 113042001, 33333400
"load", , 0, 2, 10, 109639001, 109639001, 33333200, 114306001, 114306001, 33333400, 114204001, 114204001, 33333400, 106821001, 106821001, 33333300, 114249001, 114249001, 33333300, 118292001, 118292001, 33333200, 114290001, 114290001, 33333600, 116113001, 116113001, 33333500, 119545001, 119545001, 33333400, 114394001, 114394001, 33333100
"load", , 1, 2, 10, 110740001, 110740001, 33333300, 114307001, 114307001, 33333300, 114324001, 114324001, 33333300, 114299001, 114299001, 33333400, 114439001, 114439001, 33333500, 118464001, 118464001, 33333500, 114360001, 114360001, 33333500, 114133001, 114133001, 33333200, 119585001, 119585001, 33333200, 114313001, 114313001, 33333300
"load", , 0, 3, 10, 114391001, 114391001, 33333000, 114168001, 114168001, 33333300, 114227001, 114227001, 33333300, 114316001, 114316001, 33333400, 117576001, 117576001, 33333500, 114422001, 114422001, 33333100, 106676001, 106676001, 33333100, 114397001, 114397001, 33333200, 114191001, 114191001, 33333400, 114254001, 114254001, 33333000
"load", , 1, 3, 10, 114382001, 114382001, 33333600, 114346001, 114346001, 33333400, 113599001, 113599001, 33333600, 114300001, 114300001, 33333200, 116662001, 116662001, 33333400, 114325001, 114325001, 33333400, 114110001, 114110001, 33333200, 114328001, 114328001, 33333500, 114279001, 114279001, 33333100, 114238001, 114238001, 33333200
"load", , 2, 3, 10, 114361001, 114361001, 33333100, 114383001, 114383001, 33333400, 113757001, 113757001, 33333300, 114152001, 114152001, 33333300, 117287001, 117287001, 33333400, 114110001, 114110001, 33333100, 114118001, 114118001, 33333500, 114159001, 114159001, 33333400, 113745001, 113745001, 33333200, 113781001, 113781001, 33334200
"load", , 0, 4, 10, 106006001, 106006001, 33333400, 100547001, 100547001, 33333100, 99768001, 99768001, 33333700, 113868001, 113868001, 33333200, 102957001, 102957001, 33333300, 113713001, 113713001, 33333100, 108448001, 108448001, 33333400, 89678001, 89678001, 33333500, 92643001, 92643001, 33333200, 113566001, 113566001, 33333300
"load", , 1, 4, 10, 93672001, 93672001, 33333300, 96523001, 96523001, 33333400, 104858001, 104858001, 33333500, 113749001, 113749001, 33333100, 110144001, 110144001, 33333300, 107910001, 107910001, 33333300, 108661001, 108661001, 33333200, 91333001, 91333001, 33333500, 114249001, 114249001, 33333400, 114151001, 114151001, 33333500
"load", , 2, 4, 10, 98181001, 98181001, 33333200, 103240001, 103240001, 33333200, 89842001, 89842001, 33333200, 113725001, 113725001, 33333400, 100681001, 100681001, 33333500, 108442001, 108442001, 33333300, 111975001, 111975001, 33333700, 88507001, 88507001, 33333100, 114232001, 114232001, 33333100, 114155001, 114155001, 33333200
"load", , 3, 4, 10, 108012001, 108012001, 33333400, 89451001, 89451001, 33333300, 103131001, 103131001, 33333100, 113724001, 113724001, 33333600, 110325001, 110325001, 33333200, 113165001, 113165001, 33333500, 110190001, 110190001, 33333400, 91337001, 91337001, 33333500, 96243001, 96243001, 33333500, 114286001, 114286001, 33333400
"load", , 0, 5, 10, 114438001, 114438001, 33333300, 86089001, 86089001, 33333400, 104139001, 104139001, 33333200, 114117001, 114117001, 33333200, 81358001, 81358001, 33333400, 89436001, 89436001, 33333300, 113983001, 113983001, 33333400, 107674001, 107674001, 33333200, 92210001, 92210001, 33333400, 114437001, 114437001, 33333100
"load", , 1, 5, 10, 114443001, 114443001, 33333500, 80023001, 80023001, 33333300, 99289001, 99289001, 33333000, 113205001, 113205001, 33333000, 106342001, 106342001, 33333200, 113584001, 113584001, 33333300, 105824001, 105824001, 33333000, 113631001, 113631001, 33333300, 90655001, 90655001, 33333500, 113832001, 113832001, 33333200
"load", , 2, 5, 10, 113789001, 113789001, 33333500, 114462001, 114462001, 33333400, 114077001, 114077001, 33333600, 113956001, 113956001, 33333200, 107719001, 107719001, 33333100, 114161001, 114161001, 33333300, 106333001, 106333001, 33333200, 113865001, 113865001, 33333300, 83904001, 83904001, 33333500, 96400001, 96400001, 33333300
"load", , 3, 5, 10, 114264001, 114264001, 33333400, 114351001, 114351001, 33333400, 114296001, 114296001, 33333600, 113716001, 113716001, 33333300, 114258001, 114258001, 33333400, 114254001, 114254001, 33333200, 114144001, 114144001, 33333600, 113664001, 113664001, 33333300, 114129001, 114129001, 33333300, 114263001, 114263001, 33333200
"load", , 4, 5, 10, 114435001, 114435001, 33333300, 114507001, 114507001, 33333500, 114449001, 114449001, 33333200, 114127001, 114127001, 33333300, 80894001, 80894001, 33333300, 87623001, 87623001, 33333600, 110739001, 110739001, 33333300, 114265001, 114265001, 33333400, 81760001, 81760001, 33333300, 96017001, 96017001, 33333000
