"Version:1. Each line [benchmark_name, operation_name, thread_index, number_of_threads, number_of_trials] then [iters, successful_iters, duration_in_ns] repeating number_of_trials times."
"distributed 64 faa random", , 0, 1, 10, 5858001, 5858001, 33335300, 5870001, 5870001, 33336600, 5877001, 5877001, 33336400, 5883001, 5883001, 33334300, 5897001, 5897001, 33338000, 5897001, 5897001, 33336900, 5892001, 5892001, 33337100, 5901001, 5901001, 33337600, 5906001, 5906001, 33335600, 5903001, 5903001, 33333500
"distributed 64 faa random", , 0, 2, 10, 3141001, 3141001, 33335800, 3133001, 3133001, 33335400, 3137001, 3137001, 33336600, 3204001, 3204001, 33334000, 3106001, 3106001, 33338600, 3193001, 3193001, 33335800, 3174001, 3174001, 33342900, 3166001, 3166001, 33339000, 3135001, 3135001, 33337400, 3153001, 3153001, 33335800
"distributed 64 faa random", , 1, 2, 10, 2715001, 2715001, 33340500, 2730001, 2730001, 33338900, 2784001, 2784001, 33335100, 2772001, 2772001, 33337400, 2871001, 2871001, 33335400, 2777001, 2777001, 33341600, 2792001, 2792001, 33338700, 2798001, 2798001, 33334300, 2837001, 2837001, 33341700, 2820001, 2820001, 33336900
"distributed 64 faa random", , 0, 3, 10, 2329001, 2329001, 33340800, 2342001, 2342001, 33336300, 2196001, 2196001, 33338100, 1997001, 1997001, 33337500, 2235001, 2235001, 33340100, 2086001, 2086001, 33335500, 2065001, 2065001, 33338400, 1994001, 1994001, 33340100, 2234001, 2234001, 33337800, 2172001, 2172001, 33337900
"distributed 64 faa random", , 1, 3, 10, 2101001, 2101001, 33344300, 2033001, 2033001, 33337200, 2113001, 2113001, 33336200, 2176001, 2176001, 33341400, 2037001, 2037001, 33334100, 2050001, 2050001, 33335500, 2244001, 2244001, 33336000, 2193001, 2193001, 33342700, 2125001, 2125001, 33336700, 2187001, 2187001, 33338400
"distributed 64 faa random", , 2, 3, 10, 1983001, 1983001, 33347400, 2046001, 2046001, 33333600, 2058001, 2058001, 33335600, 2175001, 2175001, 33335800, 2052001, 2052001, 33339100, 2102001, 2102001, 33337400, 2067001, 2067001, 33336700, 2192001, 2192001, 33333500, 1975001, 1975001, 33334900, 1988001, 1988001, 33341400
"distributed 64 faa random", , 0, 4, 10, 1659001, 1659001, 33335300, 1712001, 1712001, 33342400, 1560001, 1560001, 33344600, 1709001, 1709001, 33347700, 1843001, 1843001, 33341700, 1676001, 1676001, 33333900, 1636001, 1636001, 33342700, 1584001, 1584001, 33344200, 1605001, 1605001, 33339900, 1586001, 1586001, 33334900
"distributed 64 faa random", , 1, 4, 10, 1791001, 1791001, 33334400, 1782001, 1782001, 33340000, 1823001, 1823001, 33345100, 1590001, 1590001, 33342000, 1421001, 1421001, 33336800, 1574001, 1574001, 33344800, 1745001, 1745001, 33335800, 1618001, 1618001, 33344900, 1656001, 1656001, 33346800, 1673001, 1673001, 33340200
"distributed 64 faa random", , 2, 4, 10, 1570001, 1570001, 33341000, 1529001, 1529001, 33338100, 1706001, 1706001, 33344600, 1730001, 1730001, 33340700, 1581001, 1581001, 33347600, 1794001, 1794001, 33342300, 1659001, 1659001, 33348500, 1867001, 1867001, 33340200, 1865001, 1865001, 33339200, 1903001, 1903001, 33340600
"distributed 64 faa random", , 3, 4, 10, 1639001, 1639001, 33338400, 1639001, 1639001, 33345400, 1545001, 1545001, 33333300, 1673001, 1673001, 33350900, 1819001, 1819001, 33342700, 1682001, 1682001, 33349100, 1589001, 1589001, 33345300, 1651001, 1651001, 33338800, 1596001, 1596001, 33342600, 1558001, 1558001, 33339000
"distributed 64 faa random", , 0, 5, 10, 1387001, 1387001, 33333700, 1526001, 1526001, 33337100, 1395001, 1395001, 33345600, 1406001, 1406001, 33348800, 1402001, 1402001, 33333200, 1418001, 1418001, 33337100, 1780001, 1780001, 33342500, 1548001, 1548001, 33334000, 1483001, 1483001, 33343600, 1371001, 1371001, 33341300
"distributed 64 faa random", , 1, 5, 10, 1366001, 1366001, 33343200, 1479001, 1479001, 33334700, 1360001, 1360001, 33336300, 1452001, 1452001, 33336500, 1447001, 1447001, 33341700, 1422001, 1422001, 33336200, 1157001, 1157001, 33335500, 1250001, 1250001, 33345000, 1402001, 1402001, 33346400, 1385001, 1385001, 33340100
"distributed 64 faa random", , 2, 5, 10, 1445001, 1445001, 33334800, 1508001, 1508001, 33341700, 1508001, 1508001, 33335900, 1427001, 1427001, 33348100, 1399001, 1399001, 33342700, 1353001, 1353001, 33344900, 1155001, 1155001, 33346900, 1366001, 1366001, 33343900, 1374001, 1374001, 33346600, 1498001, 1498001, 33346100
