"first line in chunk: [name, number_of_threads, number_of_trials], next lines: [iters, successful_iters, duration_in_ns] repeating number_of_trials times. This then repeats."
1769647, 1769647, 45343100, 2128202, 2128202, 47997900, 1578646, 1578646, 47952100, 1658257, 1658257, 48000200, 1627314, 1627314, 47010600, 1909589, 1909589, 47925700, 1956295, 1956295, 48011600, 2196938, 2196938, 46939600, 1978047, 1978047, 46027500, 2390670, 2390670, 47924000
2459914, 2459914, 45342600, 2302320, 2302320, 47998000, 2663270, 2663270, 47952600, 1874290, 1874290, 48000700, 1910614, 1910614, 47010500, 1842051, 1842051, 47925100, 2200714, 2200714, 48014600, 1662075, 1662075, 46939500, 1949766, 1949766, 46027700, 1920159, 1920159, 47924400
"load", 8, 10
1755402, 1755402, 43814900, 1995505, 1995505, 48060200, 1867880, 1867880, 47893700, 2370452, 2370452, 48549800, 1559765, 1559765, 47140800, 1851351, 1851351, 46858800, 1686491, 1686491, 47973200, 1845950, 1845950, 47943000, 2214250, 2214250, 47975000, 1573851, 1573851, 47971100
1489407, 1489407, 43813800, 1574087, 1574087, 48060100, 2272621, 2272621, 47900900, 1836562, 1836562, 48549800, 1479915, 1479915, 47142700, 1674459, 1674459, 46859200, 1757400, 1757400, 47973200, 1798240, 1798240, 47942900, 1558249, 1558249, 47975000, 2231471, 2231471, 47971300
2012828, 2012828, 43813500, 2034678, 2034678, 48060000, 1580156, 1580156, 47901900, 1868323, 1868323, 48549900, 1460905, 1460905, 47141000, 1550983, 1550983, 46859200, 1635882, 1635882, 47973200, 1752663, 1752663, 47942900, 2179193, 2179193, 47967900, 2181245, 2181245, 47971300
1888063, 1888063, 43814200, 2570447, 2570447, 48060100, 2423369, 2423369, 47893100, 2430081, 2430081, 48742600, 1674705, 1674705, 47141000, 1600453, 1600453, 46856500, 1751110, 1751110, 47973000, 1594178, 1594178, 47942900, 1948958, 1948958, 47975000, 2220908, 2220908, 47971300
1428939, 1428939, 43813900, 2354821, 2354821, 48060100, 2200461, 2200461, 47901300, 1803881, 1803881, 48550100, 1354084, 1354084, 47141100, 2054492, 2054492, 46872800, 1963407, 1963407, 47974100, 1714378, 1714378, 47942900, 1601361, 1601361, 47975100, 1583352, 1583352, 47971300
1692280, 1692280, 43813800, 1784728, 1784728, 48060000, 1594694, 1594694, 47893800, 1577456, 1577456, 48550000, 1535249, 1535249, 47140800, 1729262, 1729262, 46884600, 1613017, 1613017, 47973100, 1779335, 1779335, 47943100, 1567292, 1567292, 47975100, 2209194, 2209194, 47971200
1497679, 1497679, 43817800, 1575417, 1575417, 48060100, 1552284, 1552284, 47899700, 1608458, 1608458, 48550100, 1433178, 1433178, 47141000, 1683716, 1683716, 46853000, 2111479, 2111479, 47973200, 1814010, 1814010, 47943000, 2211000, 2211000, 47975000, 1571255, 1571255, 47971300
2009951, 2009951, 43813900, 1575567, 1575567, 48059800, 1627767, 1627767, 47893800, 1849335, 1849335, 48550000, 1563365, 1563365, 47141100, 1594127, 1594127, 46535100, 1912366, 1912366, 47973100, 1779133, 1779133, 47942100, 1851378, 1851378, 47975000, 2292771, 2292771, 47971400
"load", 9, 10
1455444, 1455444, 44565400, 1856021, 1856021, 46976900, 1916594, 1916594, 48017700, 1623135, 1623135, 47931800, 1845290, 1845290, 45948200, 1816433, 1816433, 47979300, 1902974, 1902974, 47968100, 2248698, 2248698, 47960200, 1569860, 1569860, 47996800, 1609148, 1609148, 47978100
1455144, 1455144, 44583400, 1533017, 1533017, 46975500, 1896422, 1896422, 48017700, 1551450, 1551450, 47931800, 1505591, 1505591, 45948000, 1893349, 1893349, 47983600, 1576373, 1576373, 47968000, 1571578, 1571578, 47962500, 1963609, 1963609, 47996900, 1578269, 1578269, 47978100
1936715, 1936715, 44565200, 1584149, 1584149, 46976200, 1676574, 1676574, 48017700, 1775241, 1775241, 47931800, 1786372, 1786372, 45948200, 1899434, 1899434, 47983600, 1565919, 1565919, 47980900, 1558360, 1558360, 47977200, 1944714, 1944714, 47997000, 1707465, 1707465, 47978100
1584163, 1584163, 44565600, 1534326, 1534326, 46976100, 1677578, 1677578, 48017700, 1764850, 1764850, 47931900, 1622771, 1622771, 45947900, 1604159, 1604159, 47983600, 1912902, 1912902, 47968200, 1944426, 1944426, 47962500, 2230493, 2230493, 47996800, 1604355, 1604355, 48028600
1483759, 1483759, 44565600, 2120745, 2120745, 46976200, 2053829, 2053829, 48017700, 1817756, 1817756, 47931800, 1901708, 1901708, 45948200, 1990752, 1990752, 47983500, 1769994, 1769994, 47968100, 1947167, 1947167, 47992000, 1569768, 1569768, 47996800, 1582670, 1582670, 47978100
1902765, 1902765, 44579000, 1823934, 1823934, 46973500, 2179460, 2179460, 48017700, 1897053, 1897053, 47931900, 1705104, 1705104, 45947900, 1591721, 1591721, 47983700, 1899355, 1899355, 47968200, 1557357, 1557357, 47962400, 1891928, 1891928, 47996800, 1584337, 1584337, 47978000
1457134, 1457134, 44565400, 2000166, 2000166, 46976100, 1788345, 1788345, 48017600, 1927930, 1927930, 47936000, 1775008, 1775008, 45948100, 1561498, 1561498, 47984000, 1582328, 1582328, 47968000, 1559659, 1559659, 47962400, 1903501, 1903501, 47996700, 1946000, 1946000, 47978000
1455731, 1455731, 44565600, 1804861, 1804861, 46976100, 1689570, 1689570, 48009700, 1580235, 1580235, 47931200, 2004815, 2004815, 45948100, 2183129, 2183129, 47986700, 1903989, 1903989, 47968000, 1555672, 1555672, 47962400, 1889020, 1889020, 47996600, 1652952, 1652952, 47978100
2271591, 2271591, 44565800, 1565347, 1565347, 46981600, 1568471, 1568471, 48017700, 1543216, 1543216, 47931900, 1668027, 1668027, 45948200, 1931815, 1931815, 47983800, 2131434, 2131434, 47971900, 1916588, 1916588, 47962300, 1547104, 1547104, 47996300, 1946188, 1946188, 47978100
"load", 10, 10
1249087, 1249087, 41363100, 1598497, 1598497, 47087600, 1597656, 1597656, 47638700, 1563163, 1563163, 48132400, 1568102, 1568102, 46878200, 1757419, 1757419, 46816800, 1863949, 1863949, 46957200, 1604217, 1604217, 47938500, 1609511, 1609511, 48021000, 1530792, 1530792, 46917600
1205138, 1205138, 41359900, 1540137, 1540137, 47087700, 1782775, 1782775, 47639000, 1589046, 1589046, 48132400, 1573622, 1573622, 46878100, 1523845, 1523845, 46824700, 1869605, 1869605, 46952600, 1529568, 1529568, 47941700, 1563811, 1563811, 48020900, 1525953, 1525953, 46917300
1424214, 1424214, 41363200, 1617586, 1617586, 47087600, 1537778, 1537778, 47638800, 1550909, 1550909, 48132100, 1532951, 1532951, 46878200, 1533560, 1533560, 46816700, 1677963, 1677963, 46957100, 1910160, 1910160, 47942100, 1556752, 1556752, 48020600, 2097548, 2097548, 47091300
1421733, 1421733, 41362500, 1623052, 1623052, 47087700, 1589006, 1589006, 47638800, 1893065, 1893065, 48132400, 1683884, 1683884, 46878200, 1518206, 1518206, 46845600, 1802648, 1802648, 46957000, 1563399, 1563399, 47942100, 1602005, 1602005, 48063500, 1709199, 1709199, 46924700
1329037, 1329037, 41363200, 1524866, 1524866, 47087700, 1898240, 1898240, 47635500, 1902021, 1902021, 48132500, 2092892, 2092892, 46877400, 1856245, 1856245, 46816900, 1709434, 1709434, 46956700, 1609112, 1609112, 47941700, 1561475, 1561475, 48020800, 1529222, 1529222, 46917300
1478836, 1478836, 41363100, 1680091, 1680091, 47087700, 1651061, 1651061, 47638200, 1886398, 1886398, 48132400, 1517070, 1517070, 46878200, 1572550, 1572550, 46820600, 1527796, 1527796, 46956800, 1531627, 1531627, 47942000, 1505645, 1505645, 48020900, 2178875, 2178875, 46925100
1373302, 1373302, 41363200, 1676381, 1676381, 47087200, 1543528, 1543528, 47638800, 1575968, 1575968, 48132400, 1632706, 1632706, 46878100, 1894361, 1894361, 46816800, 1643553, 1643553, 46957100, 1556255, 1556255, 47941700, 1900246, 1900246, 48020900, 1542579, 1542579, 46917200
1333570, 1333570, 41363100, 1648143, 1648143, 47087600, 1689892, 1689892, 47638900, 1574912, 1574912, 48132500, 1850969, 1850969, 46878200, 1672628, 1672628, 46816900, 1701148, 1701148, 46957100, 2500727, 2500727, 47942200, 1957195, 1957195, 48020600, 1935511, 1935511, 46917600
1334085, 1334085, 41363200, 1625735, 1625735, 47087600, 1561246, 1561246, 47639000, 1549433, 1549433, 48132100, 1808571, 1808571, 46878200, 1779949, 1779949, 46816900, 1537920, 1537920, 46956900, 1521161, 1521161, 47941700, 1562891, 1562891, 48020800, 1525697, 1525697, 46917200
1313818, 1313818, 41363200, 1650155, 1650155, 47144600, 1659694, 1659694, 47638900, 1894623, 1894623, 48132400, 1572934, 1572934, 46878100, 1759196, 1759196, 46816900, 1531642, 1531642, 46957100, 2099029, 2099029, 47942000, 1588172, 1588172, 48020900, 1528229, 1528229, 46917200
"load", 11, 10
1900958, 1900958, 43429400, 1554414, 1554414, 47598400, 1490829, 1490829, 45801200, 1576125, 1576125, 48053200, 1541129, 1541129, 47012500, 1564536, 1564536, 47705100, 1505288, 1505288, 45985500, 1574001, 1574001, 48015700, 1636127, 1636127, 48401000, 1541176, 1541176, 47577600
1574828, 1574828, 43432600, 1892728, 1892728, 47595400, 2142672, 2142672, 45801300, 1628828, 1628828, 48053200, 1520643, 1520643, 47012500, 1558872, 1558872, 47705300, 1583341, 1583341, 46039900, 1593325, 1593325, 48015400, 1637115, 1637115, 48401100, 1762286, 1762286, 47577700
1422826, 1422826, 43432500, 1538015, 1538015, 47603800, 1435133, 1435133, 45801200, 1669196, 1669196, 48052700, 1708301, 1708301, 47012700, 1518335, 1518335, 47705200, 1472039, 1472039, 45985500, 1520853, 1520853, 48015700, 1694018, 1694018, 48401000, 1746295, 1746295, 47577200
1446667, 1446667, 43432600, 1561431, 1561431, 47594300, 1500463, 1500463, 45801200, 1549452, 1549452, 48053200, 1487871, 1487871, 47012600, 1511190, 1511190, 47705200, 1427497, 1427497, 45985600, 1540612, 1540612, 48015800, 1556256, 1556256, 48400900, 1550010, 1550010, 47577600
1420122, 1420122, 43432400, 1778513, 1778513, 47594400, 1540135, 1540135, 45801300, 1833325, 1833325, 48053200, 1497596, 1497596, 47012900, 1562844, 1562844, 47705200, 1743911, 1743911, 45985900, 1613867, 1613867, 48015900, 1558059, 1558059, 48401000, 1522399, 1522399, 47577600
1419689, 1419689, 43432300, 1546775, 1546775, 47599400, 1447911, 1447911, 45801200, 1553349, 1553349, 48053200, 1530937, 1530937, 47012900, 1658142, 1658142, 47705300, 1477702, 1477702, 45985600, 1719908, 1719908, 48015800, 1649330, 1649330, 48400600, 1617281, 1617281, 47577600
1422986, 1422986, 43434300, 1833968, 1833968, 47594600, 1733157, 1733157, 45801300, 1673560, 1673560, 48053200, 1877139, 1877139, 47012700, 2447776, 2447776, 47705200, 1807052, 1807052, 45985800, 1560856, 1560856, 48015700, 1586091, 1586091, 48400900, 1561077, 1561077, 47577600
1592525, 1592525, 43432500, 1551492, 1551492, 47594400, 1493686, 1493686, 45801100, 1587103, 1587103, 48053200, 1532298, 1532298, 47012800, 1552517, 1552517, 47705100, 1498637, 1498637, 45985500, 1540921, 1540921, 48015700, 1645805, 1645805, 48401000, 1539946, 1539946, 47577600
1458709, 1458709, 43432300, 1683926, 1683926, 47594600, 1518265, 1518265, 45801400, 1508376, 1508376, 48053200, 1523143, 1523143, 47012800, 1562510, 1562510, 47705200, 1740644, 1740644, 45985900, 1550013, 1550013, 48015700, 1564004, 1564004, 48401000, 1527512, 1527512, 47577600
1414655, 1414655, 43658800, 1574244, 1574244, 47789800, 1484548, 1484548, 45976700, 1561483, 1561483, 48053200, 1621756, 1621756, 47012800, 1565694, 1565694, 47705100, 1475753, 1475753, 45985800, 1536862, 1536862, 48015800, 1813683, 1813683, 48401000, 1661270, 1661270, 47577600
1417075, 1417075, 43432300, 1527917, 1527917, 47594300, 1478277, 1478277, 45789800, 1697321, 1697321, 48053200, 1859044, 1859044, 47012700, 1558759, 1558759, 47705200, 1481412, 1481412, 45986000, 1964126, 1964126, 48015800, 1662431, 1662431, 48401000, 1580558, 1580558, 47577600
"load", 12, 10
2061489, 2061489, 63503800, 2058937, 2058937, 63825100, 2086974, 2086974, 65984700, 2073131, 2073131, 65983200, 1419673, 1419673, 44009000, 1758494, 1758494, 54981600, 1441516, 1441516, 44930900, 1440647, 1440647, 45017800, 1648476, 1648476, 50977700, 1212387, 1212387, 39043400
2006688, 2006688, 63480000, 2085770, 2085770, 63824700, 2043737, 2043737, 65978800, 2115614, 2115614, 65982300, 1313106, 1313106, 43884200, 1761452, 1761452, 54981800, 1414285, 1414285, 43662600, 1468131, 1468131, 45040500, 1606787, 1606787, 50998300, 1204946, 1204946, 39043200
2053655, 2053655, 63505700, 2059445, 2059445, 63920700, 2159124, 2159124, 65984600, 2154682, 2154682, 65983300, 1449725, 1449725, 44009000, 1788919, 1788919, 54988900, 1458450, 1458450, 44931000, 1465920, 1465920, 45017900, 1666113, 1666113, 50977800, 1274605, 1274605, 39043300
2045102, 2045102, 63498800, 2069090, 2069090, 63824800, 2151842, 2151842, 65984600, 2137270, 2137270, 65983000, 1432759, 1432759, 44009100, 1789051, 1789051, 54981800, 1445988, 1445988, 44930800, 1464856, 1464856, 45017900, 1658349, 1658349, 50980200, 1278708, 1278708, 39043000
2067470, 2067470, 63499300, 2077367, 2077367, 63825000, 2102547, 2102547, 65984700, 1963876, 1963876, 74409700, 1416928, 1416928, 44009200, 1403664, 1403664, 54981700, 1398933, 1398933, 44932400, 1441641, 1441641, 45018100, 1622141, 1622141, 50977800, 1233122, 1233122, 39043200
2068043, 2068043, 63499100, 2036450, 2036450, 63825000, 2108538, 2108538, 65984700, 2113168, 2113168, 65983100, 1395385, 1395385, 44009100, 1709499, 1709499, 51980900, 1413843, 1413843, 44930800, 1432881, 1432881, 45017800, 1605510, 1605510, 50977700, 1244297, 1244297, 39043300
2063957, 2063957, 63503800, 2093821, 2093821, 63825000, 1997625, 1997625, 65984700, 2102921, 2102921, 65982900, 1429147, 1429147, 44009000, 1770010, 1770010, 54981700, 1411446, 1411446, 44888500, 1465781, 1465781, 45017900, 1649900, 1649900, 50978800, 1278811, 1278811, 39043000
2046067, 2046067, 63498800, 2071997, 2071997, 63830600, 2045523, 2045523, 65999000, 1994670, 1994670, 65983200, 1222829, 1222829, 44069000, 1670707, 1670707, 54981800, 1377855, 1377855, 44941800, 1400508, 1400508, 45017500, 1627622, 1627622, 50959500, 1209880, 1209880, 38976300
2070257, 2070257, 64499000, 2004175, 2004175, 63824800, 2139185, 2139185, 65995800, 1971589, 1971589, 65983100, 1234600, 1234600, 51924600, 1621900, 1621900, 54993600, 1402286, 1402286, 44931300, 1433603, 1433603, 45011800, 1668185, 1668185, 50977700, 1161841, 1161841, 39043100
2086364, 2086364, 63501700, 2066184, 2066184, 63824900, 2117286, 2117286, 65984700, 2163204, 2163204, 65983100, 1431016, 1431016, 44009000, 1718542, 1718542, 54981700, 1451774, 1451774, 44932400, 1469923, 1469923, 45017900, 1659908, 1659908, 50977900, 1251575, 1251575, 39043300
1943756, 1943756, 63372600, 2073931, 2073931, 63825000, 2059540, 2059540, 65984700, 2106042, 2106042, 65984400, 1457977, 1457977, 44008300, 1644271, 1644271, 54844500, 1288460, 1288460, 44931100, 1063804, 1063804, 45017900, 1555406, 1555406, 50977800, 1230758, 1230758, 39044200
2044327, 2044327, 63498700, 2061269, 2061269, 63824900, 2135814, 2135814, 65984700, 2178884, 2178884, 65983200, 1400914, 1400914, 44009000, 1757977, 1757977, 54981700, 1455532, 1455532, 44938000, 1406617, 1406617, 45018100, 1601484, 1601484, 50977900, 1231302, 1231302, 39043000
"store", 1, 10
