"Version:1. Each line [benchmark_name, operation_name, thread_index, number_of_threads, number_of_trials] then [iters, successful_iters, duration_in_ns] repeating number_of_trials times."
"distributed 8 faa random", , 0, 3, 10, 426001, 426001, 14301100, 398001, 398001, 14291900, 416001, 416001, 14305200, 413001, 413001, 14299500, 370001, 370001, 14303000, 375001, 375001, 14290300, 352001, 352001, 14288300, 371001, 371001, 14288100, 397001, 397001, 14299400, 381001, 381001, 14303800
"distributed 8 faa random", , 0, 5, 10, 299001, 299001, 14321400, 309001, 309001, 14322800, 301001, 301001, 14315100, 297001, 297001, 14307900, 295001, 295001, 14322100, 304001, 304001, 14302600, 294001, 294001, 14286500, 295001, 295001, 14303900, 300001, 300001, 14321100, 291001, 291001, 14299300
"distributed 8 faa random", , 1, 5, 10, 295001, 295001, 14324000, 309001, 309001, 14311400, 303001, 303001, 14310900, 289001, 289001, 14295700, 299001, 299001, 14323000, 306001, 306001, 14318900, 299001, 299001, 14301500, 296001, 296001, 14298100, 299001, 299001, 14319900, 297001, 297001, 14296100
"distributed 8 faa random", , 0, 7, 10, 264001, 264001, 14327100, 263001, 263001, 14305300, 252001, 252001, 14299800, 262001, 262001, 14295700, 267001, 267001, 14296300, 260001, 260001, 14313900, 264001, 264001, 14312200, 271001, 271001, 14328000, 266001, 266001, 14303200, 258001, 258001, 14288300
"distributed 8 faa random", , 1, 7, 10, 255001, 255001, 14310900, 265001, 265001, 14318300, 256001, 256001, 14312700, 259001, 259001, 14316400, 269001, 269001, 14317500, 268001, 268001, 14293600, 263001, 263001, 14300900, 268001, 268001, 14333600, 264001, 264001, 14305300, 273001, 273001, 14308300
"distributed 8 faa random", , 2, 7, 10, 268001, 268001, 14322400, 267001, 267001, 14289600, 266001, 266001, 14315900, 266001, 266001, 14317000, 268001, 268001, 14314500, 265001, 265001, 14315000, 263001, 263001, 14297200, 265001, 265001, 14312500, 262001, 262001, 14303100, 263001, 263001, 14316700
"distributed 8 faa random", , 0, 9, 10, 230001, 230001, 14331700, 229001, 229001, 14302000, 230001, 230001, 14316900, 228001, 228001, 14600000, 237001, 237001, 14313000, 231001, 231001, 14285300, 219001, 219001, 14301900, 232001, 232001, 14329100, 229001, 229001, 14324000, 229001, 229001, 14286000
"distributed 8 faa random", , 1, 9, 10, 235001, 235001, 14330700, 239001, 239001, 14297600, 232001, 232001, 14292200, 233001, 233001, 14288900, 231001, 231001, 14329800, 232001, 232001, 14302800, 238001, 238001, 14315400, 219001, 219001, 14293500, 236001, 236001, 14305900, 228001, 228001, 14318900
"distributed 8 faa random", , 2, 9, 10, 227001, 227001, 14294600, 234001, 234001, 14314300, 238001, 238001, 14301300, 232001, 232001, 14289100, 234001, 234001, 14313300, 225001, 225001, 14324500, 220001, 220001, 14325200, 231001, 231001, 14336400, 230001, 230001, 14288900, 229001, 229001, 14326000
"distributed 8 faa random", , 3, 9, 10, 233001, 233001, 14313800, 229001, 229001, 14301600, 232001, 232001, 14322600, 221001, 221001, 14334100, 237001, 237001, 14311300, 218001, 218001, 14307900, 224001, 224001, 14307500, 232001, 232001, 14318300, 236001, 236001, 14326200, 236001, 236001, 14299300
